Z,N,A,S,Th,mTh,E,L
74,102,176,W,41,0.000000001,518.6,16906028.79
74,102,176,W,41,0.000000001,714.1,16906028.79
74,102,176,W,41,0.000000001,884.5,16906028.79
74,102,176,W,41,0.000000001,916.8,16906028.79
74,102,176,W,41,0.000000001,945,16906028.79
72,104,176,Hf,45,0.000001,37,15403.27068
72,104,176,Hf,45,0.000001,97.1,15403.27068
71,105,176,Lu,312,0.000000001,162.4,2221625.579
71,105,176,Lu,312,0.000000001,200.3,2221625.579
71,105,176,Lu,312,0.000000001,355,2221625.579
71,105,176,Lu,312,0.000000001,382.3,2221625.579
71,105,176,Lu,312,0.000000001,396,2221625.579
71,105,176,Lu,312,0.000000001,454.2,2221625.579
71,105,176,Lu,312,0.000000001,617,2221625.579
71,105,176,Lu,312,0.000000001,658,2221625.579
71,105,176,Lu,312,0.000000001,687.1,2221625.579
71,105,176,Lu,312,0.000000001,1126.5,2221625.579
72,104,176,Hf,401,0.000001,38.7,1728.546585
72,104,176,Hf,401,0.000001,227.9,1728.546585
72,104,176,Hf,401,0.000001,302.2,1728.546585
72,105,177,Hf,1.09,1,14.05,0.635914845
72,105,177,Hf,1.09,1,55.15,0.635914845
72,105,177,Hf,1.09,1,228.4838,0.635914845
80,97,177,Hg,1.5,0.000001,246,462098.1204
78,99,177,Pt,2.35,0.000001,147.4,294956.247
73,104,177,Ta,3.62,0.000001,13.9,191477.1217
73,104,177,Ta,3.62,0.000001,113,191477.1217
73,104,177,Ta,3.62,0.000001,115.65,191477.1217
73,104,177,Ta,3.62,0.000001,186.2,191477.1217
73,104,177,Ta,5.3,0.000001,53,130782.4869
73,104,177,Ta,5.3,0.000001,311.3,130782.4869
73,104,177,Ta,5.3,0.000001,549.9,130782.4869
71,106,177,Lu,6,0.000001,226.7,115524.5301
71,106,177,Lu,6,0.000001,402.2,115524.5301
71,106,177,Lu,6,0.000001,618.7,115524.5301
71,106,177,Lu,6,0.000001,758.8,115524.5301
70,107,177,Yb,6.41,1,227,0.108135286
71,106,177,Lu,10.8,0.000000001,502.54,64180294.5
71,106,177,Lu,10.8,0.000000001,720.721,64180294.5
71,106,177,Lu,10.8,0.000000001,916.25,64180294.5
71,106,177,Lu,10.8,0.000000001,1067,64180294.5
71,106,177,Lu,10.8,0.000000001,1088.129,64180294.5
71,106,177,Lu,10.8,0.000000001,1206,64180294.5
74,103,177,W,13,0.000000001,49.8,53319013.89
74,103,177,W,13,0.000000001,84.3,53319013.89
73,104,177,Ta,23,0.000000001,155.2,30136833.94
73,104,177,Ta,23,0.000000001,244,30136833.94
73,104,177,Ta,23,0.000000001,257,30136833.94
73,104,177,Ta,23,0.000000001,296.5,30136833.94
73,104,177,Ta,23,0.000000001,502,30136833.94
73,104,177,Ta,23,0.000000001,552,30136833.94
73,104,177,Ta,23,0.000000001,555.3,30136833.94
73,104,177,Ta,23,0.000000001,789.3,30136833.94
73,104,177,Ta,26,0.000000001,115.05,26659506.94
73,104,177,Ta,26,0.000000001,271.02,26659506.94
73,104,177,Ta,26,0.000000001,417.16,26659506.94
71,106,177,Lu,33,0.000000001,52.085,21004460.02
71,106,177,Lu,33,0.000000001,188.086,21004460.02
71,106,177,Lu,33,0.000000001,209.61,21004460.02
71,106,177,Lu,33,0.000000001,303.751,21004460.02
71,106,177,Lu,33,0.000000001,761.708,21004460.02
74,103,177,W,38,0.000000001,6.25,18240715.28
74,103,177,W,38,0.000000001,21.74,18240715.28
74,103,177,W,38,0.000000001,101.2,18240715.28
76,101,177,Os,40,0.000000001,61.7,17328679.51
76,101,177,Os,40,0.000000001,152.3,17328679.51
73,104,177,Ta,46,0.000000001,26.2,15068416.97
76,101,177,Os,46.3,0.000000001,60.2,14970781.44
76,101,177,Os,46.3,0.000000001,148.3,14970781.44
75,102,177,Re,50,0.000001,84.7,13862.94361
72,105,177,Hf,51.4,60,214,0.000224756
72,105,177,Hf,55.9,0.000001,548,12399.77067
73,104,177,Ta,70.2,0.000000001,70.45,9873891.461
73,104,177,Ta,133,0.000001,86.1,5211.632937
71,106,177,Lu,133.1,0.000000001,150.399,5207717.36
71,106,177,Lu,155,0.000001,111.715,4471.917294
71,106,177,Lu,155,0.000001,569.68,4471.917294
73,104,177,Ta,410,0.000000001,73.15,1690602.879
71,106,177,Lu,625,0.000000001,542.6,1109035.489
71,106,177,Lu,625,0.000000001,586.5,1109035.489
71,106,177,Lu,625,0.000000001,864.4,1109035.489
72,106,178,Hf,4,1,88.8667,0.173286795
74,104,178,W,30,0.000000001,61.4,23104906.02
72,106,178,Hf,31,31536000,12.7,7.09018E-10
72,106,178,Hf,31,31536000,309.5,7.09018E-10
72,106,178,Hf,31,31536000,587,7.09018E-10
73,105,178,Ta,43,0.000000001,84.1,16119701.87
73,105,178,Ta,58,0.001,227.3,11.95081346
73,105,178,Ta,60,0.000000001,118.4,11552453.01
73,105,178,Ta,60,0.000000001,329.2,11552453.01
73,105,178,Ta,60,0.000000001,401.7,11552453.01
74,104,178,W,64,0.000000001,43.8,10830424.7
74,104,178,W,64,0.000000001,251,10830424.7
72,106,178,Hf,68,0.000001,126.1,10193.34089
72,106,178,Hf,68,0.000001,140.3,10193.34089
72,106,178,Hf,68,0.000001,437,10193.34089
72,106,178,Hf,77.5,0.000000001,40,8943834.588
72,106,178,Hf,77.5,0.000000001,169.537,8943834.588
72,106,178,Hf,77.5,0.000000001,406.579,8943834.588
72,106,178,Hf,77.5,0.000000001,921.827,8943834.588
72,106,178,Hf,77.5,0.000000001,1247.391,8943834.588
74,104,178,W,220,0.000000001,182.9,3150669.003
74,104,178,W,220,0.000000001,946,3150669.003
73,105,178,Ta,290,0.001,431.1,2.390162692
73,106,179,Ta,0.28,0.000001,281.69,2475525.645
75,104,179,Re,0.466,0.001,244.9,1487.440302
76,103,179,Os,0.5,0.000001,45.2,1386294.361
76,103,179,Os,0.783,0.000001,97.5,885245.4413
73,106,179,Ta,1.42,0.000001,30.7,488131.8173
73,106,179,Ta,1.6,0.000001,75.3,433216.9878
71,108,179,Lu,3.1,0.001,592.1,223.5958647
80,99,179,Hg,6.4,0.000001,110.8,108304.247
73,106,179,Ta,9,0.001,64.7,77.0163534
72,107,179,Hf,12,0.000000001,171,57762265.05
72,107,179,Hf,15,0.000001,336,46209.81204
73,106,179,Ta,17,0.000000001,232,40773363.56
73,106,179,Ta,17,0.000000001,262.2,40773363.56
73,106,179,Ta,17,0.000000001,573.45,40773363.56
73,106,179,Ta,17,0.000000001,595,40773363.56
72,107,179,Hf,18.67,1,160.696,0.037126255
72,107,179,Hf,18.67,1,375,0.037126255
75,104,179,Re,21,0.000000001,295.9,33007008.6
72,107,179,Hf,25,86400,21.01,3.20901E-07
72,107,179,Hf,25,86400,257.37,3.20901E-07
72,107,179,Hf,30,0.000000001,847.1,23104906.02
73,106,179,Ta,53,0.000000001,500,13078248.69
73,106,179,Ta,53,0.000000001,988.8,13078248.69
73,106,179,Ta,54.1,0.001,108.8,12.81233236
73,106,179,Ta,65,0.000000001,238.56,10663802.78
73,106,179,Ta,80,0.000000001,83.99,8664339.757
73,106,179,Ta,80,0.000000001,100.5,8664339.757
73,106,179,Ta,80,0.000000001,389.32,8664339.757
75,104,179,Re,95,0.000001,65.35,7296.286111
81,98,179,Tl,114,0.000000001,94,6080238.426
73,106,179,Ta,322,0.000000001,232.4,2152630.996
73,106,179,Ta,322,0.000000001,474.92,2152630.996
79,100,179,Au,328,0.000000001,62.4,2113253.599
79,100,179,Au,328,0.000000001,89.5,2113253.599
74,105,179,W,390,0.000000001,99.5,1777300.463
74,105,179,W,390,0.000000001,114.8,1777300.463
74,105,179,W,390,0.000000001,206.7,1777300.463
74,105,179,W,390,0.000000001,415.6,1777300.463
74,105,179,W,390,0.000000001,508.6,1777300.463
74,105,179,W,390,0.000000001,567.3,1777300.463
74,105,179,W,390,0.000000001,671.1,1777300.463
74,105,179,W,390,0.000000001,883.8,1777300.463
74,105,179,W,750,0.000000001,266.3,924196.2407
74,105,179,W,750,0.000000001,316.4,924196.2407
74,105,179,W,750,0.000000001,575.7,924196.2407
74,105,179,W,750,0.000000001,609.8,924196.2407
74,105,179,W,750,0.000000001,625,924196.2407
72,108,180,Hf,0.57,0.000001,113.66,1216047.685
72,108,180,Hf,0.57,0.000001,1065.77,1216047.685
72,108,180,Hf,0.57,0.000001,1281.7,1216047.685
72,108,180,Hf,0.94,0.000001,223.3,737390.6176
72,108,180,Hf,0.94,0.000001,539.5,737390.6176
72,108,180,Hf,0.94,0.000001,832.4,737390.6176
72,108,180,Hf,0.94,0.000001,1101.1,737390.6176
71,109,180,Lu,1,0.001,128,693.1471806
73,107,180,Ta,2,0.000001,369.8,346573.5903
74,106,180,W,2.3,0.000001,222.3,301368.3394
74,106,180,W,2.3,0.000001,298.4,301368.3394
74,106,180,W,2.3,0.000001,528,301368.3394
74,106,180,W,2.3,0.000001,813.4,301368.3394
74,106,180,W,5.47,0.001,67,126.7179489
74,106,180,W,5.47,0.001,390.581,126.7179489
75,105,180,Re,9,0.000001,62.9,77016.3534
75,105,180,Re,9,0.000001,102.2,77016.3534
75,105,180,Re,9,0.000001,456.8,77016.3534
76,104,180,Os,15.8,0.000000001,51.6,43870074.72
76,104,180,Os,15.8,0.000000001,301.6,43870074.72
76,104,180,Os,15.8,0.000000001,324,43870074.72
76,104,180,Os,15.8,0.000000001,550,43870074.72
76,104,180,Os,15.8,0.000000001,670.9,43870074.72
76,104,180,Os,15.8,0.000000001,1133.8,43870074.72
73,107,180,Ta,16.1,0.000000001,72.2,43052619.91
73,107,180,Ta,19.2,0.000000001,107.69,36101415.65
74,106,180,W,19.2,0.000000001,179.1,36101415.65
74,106,180,W,19.2,0.000000001,279.31,36101415.65
74,106,180,W,19.2,0.000000001,332.24,36101415.65
74,106,180,W,19.2,0.000000001,454.88,36101415.65
74,106,180,W,19.2,0.000000001,951.25,36101415.65
73,107,180,Ta,22,0.000000001,431.07,31506690.03
73,107,180,Ta,22,0.000000001,1136.8,31506690.03
73,107,180,Ta,31.2,0.000001,142.7,22216.25579
73,107,180,Ta,31.2,0.000000001,285.54,22216255.79
73,107,180,Ta,31.2,0.000001,431.6,22216.25579
73,107,180,Ta,37.4,0.000000001,71.8,18533347.07
73,107,180,Ta,37.4,0.000000001,209.2,18533347.07
73,107,180,Ta,37.4,0.000000001,335.2,18533347.07
73,107,180,Ta,37.4,0.000000001,409.07,18533347.07
73,107,180,Ta,42,0.000000001,179.08,16503504.3
73,107,180,Ta,70,0.000000001,100.71,9902102.579
75,105,180,Re,73.4,0.000000001,141.3,9443422.078
75,105,180,Re,73.4,0.000000001,163.9,9443422.078
75,105,180,Re,73.4,0.000000001,262.4,9443422.078
75,105,180,Re,73.4,0.000000001,416.8,9443422.078
75,105,180,Re,73.4,0.000000001,524,9443422.078
75,105,180,Re,73.4,0.000000001,678.5,9443422.078
75,105,180,Re,73.4,0.000000001,761.7,9443422.078
75,105,180,Re,75.1,0.000000001,78.6,9229656.199
75,105,180,Re,75.1,0.000000001,121.3,9229656.199
75,105,180,Re,88,0.000000001,20.1,7876672.506
75,106,181,Re,1.2,0.000001,356.6,577622.6505
72,109,181,Hf,1.5,0.001,357,462.0981204
72,109,181,Hf,1.5,0.001,499.2,462.0981204
73,108,181,Ta,6.05,0.000001,6.24,114569.7819
73,108,181,Ta,10.8,0.000000001,345.97,64180294.5
73,108,181,Ta,10.8,0.000000001,475.99,64180294.5
73,108,181,Ta,10.8,0.000000001,482.17,64180294.5
75,106,181,Re,11.5,0.000001,224.25,60273.66787
74,107,181,W,14.6,0.000001,252.2,47475.83428
74,107,181,W,14.6,0.000001,365.5,47475.83428
73,108,181,Ta,18.5,0.000001,133.027,37467.41517
73,108,181,Ta,18.5,0.000001,615.17,37467.41517
74,107,181,W,20,0.000000001,351,34657359.03
74,107,181,W,20,0.000000001,712,34657359.03
77,104,181,Ir,22,0.000000001,54.9,31506690.03
77,104,181,Ir,22,0.000000001,151.8,31506690.03
77,104,181,Ir,22,0.000000001,547.6,31506690.03
75,106,181,Re,22.2,0.000000001,22.6,31222845.97
75,106,181,Re,22.2,0.000000001,120.6,31222845.97
75,106,181,Re,22.2,0.000000001,278.6,31222845.97
76,105,181,Os,24,0.000000001,159.4,28881132.52
73,108,181,Ta,25,0.000001,177,27725.88722
73,108,181,Ta,25,0.000001,455.3,27725.88722
73,108,181,Ta,25,0.000001,710.6,27725.88722
74,107,181,W,50,0.000000001,91.8,13862943.61
72,109,181,Hf,80,0.000001,129.36,8664.339757
72,109,181,Hf,80,0.000001,154.56,8664.339757
72,109,181,Hf,80,0.000001,291.39,8664.339757
72,109,181,Hf,80,0.000001,391.19,8664.339757
75,106,181,Re,87.6,0.000000001,238.75,7912639.047
75,106,181,Re,87.6,0.000000001,356.7,7912639.047
78,103,181,Pt,99,0.000000001,40.5,7001486.672
78,103,181,Pt,99,0.000000001,159.42,7001486.672
78,103,181,Pt,99,0.000000001,219.7,7001486.672
72,109,181,Hf,100,0.000001,115.3,6931.471806
72,109,181,Hf,100,0.000001,284.9,6931.471806
77,104,181,Ir,126,0.000000001,341.5,5501168.1
77,104,181,Ir,126,0.000000001,366.5,5501168.1
74,107,181,W,140,0.000000001,838.9,4951051.29
74,107,181,W,140,0.000000001,1053.7,4951051.29
75,106,181,Re,156.7,0.000000001,144.76,4423402.556
73,108,181,Ta,210,0.000001,130,3300.70086
73,108,181,Ta,210,0.000001,295,3300.70086
75,106,181,Re,250,0.000000001,328.84,2772588.722
75,106,181,Re,250,0.000000001,584.23,2772588.722
76,105,181,Os,262,0.000000001,107.73,2645599.926
77,104,181,Ir,298,0.000000001,289.34,2325997.25
78,103,181,Pt,300,0.000000001,2.8,2310490.602
75,107,182,Re,0.78,0.000001,461.3,888650.2315
76,106,182,Os,0.78,0.001,553.5,888.6502315
74,108,182,W,1.3,0.000001,518.5,533190.1389
74,108,182,W,1.3,0.000001,1086.5,533190.1389
73,109,182,Ta,15.84,60,184.951,0.000729322
73,109,182,Ta,15.84,60,356.47,0.000729322
74,108,182,W,20,0.000000001,146.9,34657359.03
74,108,182,W,37,0.000000001,19,18733707.58
74,108,182,W,37,0.000000001,356.5,18733707.58
74,108,182,W,37,0.000000001,676.8,18733707.58
72,110,182,Hf,40,0.000001,264,17328.67951
75,107,182,Re,82,0.000000001,344.54,8453014.397
75,107,182,Re,82,0.000000001,647.36,8453014.397
77,105,182,Ir,130,0.000000001,105.4,5331901.389
76,106,182,Os,150,0.000000001,148.9,4620981.204
76,106,182,Os,150,0.000000001,187.5,4620981.204
76,106,182,Os,150,0.000000001,505.6,4620981.204
76,106,182,Os,150,0.000000001,566,4620981.204
76,106,182,Os,150,0.000000001,726.9,4620981.204
76,106,182,Os,150,0.000000001,1061.6,4620981.204
77,105,182,Ir,170,0.000000001,45.3,4077336.356
77,105,182,Ir,170,0.000000001,71.1,4077336.356
73,109,182,Ta,283,0.001,16.273,2.449283324
75,107,182,Re,585,0.000000001,180.2,1184866.975
75,107,182,Re,585,0.000000001,235.75,1184866.975
79,104,183,Au,1,0.000001,60.5,693147.1806
75,108,183,Re,1.04,0.001,193.84,666.4876736
81,102,183,Tl,1.48,0.000001,69.3,468342.6896
81,102,183,Tl,1.48,0.000001,346.8,468342.6896
74,109,183,W,5.32,1,102.481,0.130290823
74,109,183,W,12.7,0.000000001,306.5,54578518.15
74,109,183,W,12.7,0.000000001,307,54578518.15
74,109,183,W,12.7,0.000000001,555.6,54578518.15
74,109,183,W,12.7,0.000000001,577.1,54578518.15
74,109,183,W,12.7,0.000000001,830.9,54578518.15
74,109,183,W,18.9,0.000000001,40.976,36674454
74,109,183,W,18.9,0.000000001,144.1217,36674454
74,109,183,W,18.9,0.000000001,161.3439,36674454
74,109,183,W,18.9,0.000000001,244.263,36674454
74,109,183,W,18.9,0.000000001,246.059,36674454
74,109,183,W,18.9,0.000000001,353.989,36674454
74,109,183,W,18.9,0.000000001,406.599,36674454
76,107,183,Os,24,0.000000001,451.3,28881132.52
76,107,183,Os,24,0.000000001,1079,28881132.52
76,107,183,Os,27,0.000000001,133,25672117.8
76,107,183,Os,27,0.000000001,351.3,25672117.8
73,110,183,Ta,109,0.000000001,73.174,6359148.446
78,105,183,Pt,150,0.000000001,46.03,4620981.204
78,105,183,Pt,150,0.000000001,161.18,4620981.204
73,110,183,Ta,832,0.000000001,22.7,833109.592
73,110,183,Ta,832,0.000000001,465.4,833109.592
78,106,184,Pt,0.98,0.001,49,707.2930414
78,106,184,Pt,0.98,0.001,112,707.2930414
78,106,184,Pt,0.98,0.001,610.1,707.2930414
74,110,184,W,8.33,0.000001,63.689,83210.94605
74,110,184,W,8.33,0.000001,151.134,83210.94605
74,110,184,W,8.33,0.000001,381.82,83210.94605
74,110,184,W,8.33,0.000001,536.674,83210.94605
74,110,184,W,8.33,0.000001,920.933,83210.94605
74,110,184,W,8.33,0.000001,1173.77,83210.94605
77,107,184,Ir,10,0.000000001,89.8,69314718.06
77,107,184,Ir,10,0.000000001,139.1,69314718.06
77,107,184,Ir,10,0.000000001,169.8,69314718.06
77,107,184,Ir,10,0.000000001,206.9,69314718.06
76,108,184,Os,23.6,0.000000001,145,29370643.24
76,108,184,Os,23.6,0.000000001,495.8,29370643.24
76,108,184,Os,23.6,0.000000001,1092.1,29370643.24
76,108,184,Os,48,0.000000001,280.9,14440566.26
76,108,184,Os,48,0.000000001,289.1,14440566.26
76,108,184,Os,48,0.000000001,554,14440566.26
76,108,184,Os,48,0.000000001,634.4,14440566.26
79,105,184,Au,69,0.000000001,81.9,10045611.31
79,105,184,Au,69,0.000000001,141.8,10045611.31
79,105,184,Au,69,0.000000001,156.5,10045611.31
79,105,184,Au,69,0.000000001,160,10045611.31
74,110,184,W,188,0.000000001,148,3686953.088
77,107,184,Ir,350,0.000000001,286.5,1980420.516
77,107,184,Ir,350,0.000000001,328.5,1980420.516
77,107,184,Ir,470,0.000001,154.8,1474.781235
77,107,184,Ir,470,0.000001,225.8,1474.781235
76,109,185,Os,0.78,0.000001,15.2,888650.2315
73,112,185,Ta,0.9,0.000001,406,770163.534
74,111,185,W,1.67,60,9.53,0.006917637
74,111,185,W,1.67,60,23.54,0.006917637
74,111,185,W,1.67,60,131.55,0.006917637
76,109,185,Os,3,0.000001,64.9,231049.0602
76,109,185,Os,3,0.000001,4.9,231049.0602
73,112,185,Ta,11.8,0.000000001,22.6,58741286.49
73,112,185,Ta,11.8,0.001,14.5,58.74128649
73,112,185,Ta,11.8,0.000000001,175.5,58741286.49
73,112,185,Ta,11.8,0.001,280.4,58.74128649
76,109,185,Os,18,0.000000001,426,38508176.7
74,111,185,W,19.3,0.000000001,69.7,35914361.69
74,111,185,W,19.3,0.000000001,150.3,35914361.69
74,111,185,W,19.3,0.000000001,177.59,35914361.69
74,111,185,W,19.3,0.000000001,243.7,35914361.69
77,108,185,Ir,21.5,0.000000001,488,32239403.75
77,108,185,Ir,21.5,0.000000001,640.8,32239403.75
79,106,185,Au,26,0.000000001,211.2,26659506.94
75,110,185,Re,33,0.000000001,242.9,21004460.02
77,108,185,Ir,40,0.000000001,99.7,17328679.51
77,108,185,Ir,40,0.000000001,317.6,17328679.51
75,110,185,Re,121,0.000000001,115,5728489.096
78,107,185,Pt,728,0.000000001,19.8,952125.248
78,107,185,Pt,728,0.000000001,97.5,952125.248
75,111,186,Re,2,3.15576E+12,50,1.09823E-13
81,105,186,Tl,11,0.000000001,78.5,63013380.05
81,105,186,Tl,11,0.000000001,293.7,63013380.05
75,111,186,Re,17.3,0.000000001,144.152,40066311.02
74,112,186,W,18,0.000001,119,38508.1767
74,112,186,W,18,0.000001,195,38508.1767
74,112,186,W,18,0.000001,708,38508.1767
75,111,186,Re,24.1,0.000000001,103.31,28761293.8
75,111,186,Re,24.1,0.000000001,167.737,28761293.8
75,111,186,Re,24.1,0.000000001,214.648,28761293.8
75,111,186,Re,24.1,0.000000001,254.995,28761293.8
75,111,186,Re,25.5,0.000000001,40.35,27182242.37
75,111,186,Re,25.5,0.000000001,99.362,27182242.37
79,107,186,Au,39,0.000000001,57,17773004.63
80,106,186,Hg,82,0.000001,31.6,8453.014397
80,106,186,Hg,82,0.000001,241.5,8453.014397
80,106,186,Hg,82,0.000001,628.1,8453.014397
79,107,186,Au,110,0.000000001,191.6,6301338.005
79,107,186,Au,110,0.000000001,227.7,6301338.005
81,106,187,Tl,0.69,0.000001,478.2,1004561.131
74,113,187,W,1.38,0.000001,45.8,502280.5656
77,110,187,Ir,1.8,0.000001,109.8,385081.767
79,108,187,Au,2.3,1,101,0.301368339
83,104,187,Bi,3.2,0.000001,252,216608.4939
82,105,187,Pb,5.15,0.000001,307.9,134591.6855
77,110,187,Ir,11.5,0.000000001,106.44,60273667.87
78,109,187,Pt,18,0.000000001,31.6,38508176.7
79,108,187,Au,24,0.000000001,149.6,28881132.52
77,110,187,Ir,30.3,0.001,76.09,22.87614457
77,110,187,Ir,30.3,0.001,186.2,22.87614457
80,107,187,Hg,33,0.000000001,161.5,21004460.02
79,108,187,Au,48,0.000000001,103.4,14440566.26
79,108,187,Au,100,0.000000001,508.8,6931471.806
76,111,187,Os,112,0.000000001,25.62,6188814.112
76,111,187,Os,112,0.000000001,90.37,6188814.112
77,110,187,Ir,152,0.000000001,247.61,4560178.819
76,111,187,Os,231,0.000001,156.63,3000.637145
78,109,187,Pt,311,0.000001,117.2,2228.769069
75,112,187,Re,354,0.000000001,207.1,1958042.883
75,112,187,Re,354,0.000000001,298,1958042.883
75,112,187,Re,555.3,0.000000001,72.002,1248239.115
75,112,187,Re,555.3,0.000000001,206.247,1248239.115
82,106,188,Pb,0.44,0.000001,217.8,1575334.501
73,115,188,Ta,3.5,0.000001,291.9,198042.0516
77,111,188,Ir,12.27,0.000000001,88.3,56491212.76
76,112,188,Os,14,0.000000001,102.4,49510512.9
76,112,188,Os,14,0.000000001,830.7,49510512.9
75,113,188,Re,18.59,60,2.636,0.000621434
75,113,188,Re,18.59,60,15.93,0.000621434
75,113,188,Re,21.2,0.000000001,61.1,32695621.72
75,113,188,Re,21.2,0.000000001,74.864,32695621.72
75,113,188,Re,21.2,0.000000001,167.3258,32695621.72
82,106,188,Pb,27,0.000000001,335.4,25672117.8
81,107,188,Tl,34,0.000000001,184.6,20386681.78
82,106,188,Pb,99,0.000000001,343.5,7001486.672
74,114,188,W,109.5,0.000000001,184,6330111.238
74,114,188,W,109.5,0.000000001,198,6330111.238
80,108,188,Hg,134,0.000000001,61.6,5172740.153
80,108,188,Hg,134,0.000000001,233.3,5172740.153
82,106,188,Pb,820,0.000000001,103,845301.4397
82,106,188,Pb,820,0.000000001,129,845301.4397
82,106,188,Pb,820,0.000000001,278.2,845301.4397
82,106,188,Pb,820,0.000000001,360.2,845301.4397
82,106,188,Pb,820,0.000000001,709.9,845301.4397
77,112,189,Ir,3.7,0.001,84.5,187.3370758
77,112,189,Ir,3.7,0.001,224,187.3370758
77,112,189,Ir,3.7,0.001,247.6,187.3370758
76,113,189,Os,5.81,3600,30.81,3.31396E-05
77,112,189,Ir,11.4,0.000000001,94.34,60802384.26
77,112,189,Ir,13.3,0.001,71.69,52.11632937
77,112,189,Ir,13.3,0.001,258.37,52.11632937
82,107,189,Pb,22.2,0.000001,193.9,31222.84597
82,107,189,Pb,22.2,0.000001,336.7,31222.84597
82,107,189,Pb,22.2,0.000001,609.3,31222.84597
79,110,189,Au,30,0.000000001,9.9,23104906.02
75,114,189,Re,51,0.000000001,14,13591121.19
75,114,189,Re,51,0.000000001,102.6,13591121.19
78,111,189,Pt,143,0.000001,18.7,4847.183081
79,110,189,Au,190,0.000000001,77.9,3648143.056
75,114,189,Re,223,0.000001,78,3108.283321
78,111,189,Pt,464,0.000000001,166.4,1493851.682
83,106,189,Bi,880,0.000000001,357.6,787667.2506
74,116,190,W,0.06,0.001,58.5,11552.45301
83,107,190,Bi,1,0.000001,274,693147.1806
77,113,190,Ir,1.12,3600,6.3,0.000171912
77,113,190,Ir,2,0.000001,36.155,346573.5903
82,108,190,Pb,7.2,0.000001,43.2,96270.44174
82,108,190,Pb,7.2,0.000001,382,96270.44174
82,108,190,Pb,7.2,0.000001,406.5,96270.44174
76,114,190,Os,9.86,60,38.9,0.001171648
82,108,190,Pb,14,0.000000001,188.7,49510512.9
80,110,190,Hg,23,0.000000001,23.9,30136833.94
81,109,190,Tl,34,0.000000001,151.3,20386681.78
73,117,190,Ta,42,0.000000001,175,16503504.3
78,112,190,Pt,48,0.000000001,75,14440566.26
78,112,190,Pt,48,0.000000001,219.14,14440566.26
77,113,190,Ir,90,0.000000001,148.696,7701635.34
74,116,190,W,111,0.000000001,102,6244569.194
74,116,190,W,111,0.000000001,694,6244569.194
82,108,190,Pb,150,0.000000001,338.6,4620981.204
82,108,190,Pb,150,0.000000001,362.9,4620981.204
74,116,190,W,166,0.000001,97,4175.585425
83,107,190,Bi,175,0.000000001,76.5,3960841.032
82,109,191,Pb,0.15,0.000001,106.85,4620981.204
74,117,191,W,0.34,0.000001,67.5,2038668.178
74,117,191,W,0.34,0.000001,167.4,2038668.178
79,112,191,Au,0.92,1,13.7,0.753420848
78,113,191,Pt,1,0.000001,91.11,693147.1806
77,114,191,Ir,4.899,1,41.89,0.141487483
77,114,191,Ir,5.8,1,54,0.119508135
77,114,191,Ir,5.8,1,308.5,0.119508135
79,112,191,Au,10,0.000000001,274.1,69314718.06
76,115,191,Os,13.1,3600,74.379,1.46978E-05
82,109,191,Pb,15,0.000000001,200.1,46209812.04
79,112,191,Au,15.5,0.000000001,11.2,44719172.94
82,109,191,Pb,17,0.000000001,23.6,40773363.56
82,109,191,Pb,17,0.000000001,149.19,40773363.56
75,116,191,Re,33.3,0.000000001,171.1,20815230.65
75,116,191,Re,33.3,0.000000001,192.8,20815230.65
75,116,191,Re,50.6,0.000001,93.8,13698.56088
75,116,191,Re,50.6,0.000001,115.9,13698.56088
76,115,191,Os,61,0.000000001,453,11363068.53
75,116,191,Re,70,0.000000001,157.9,9902102.579
75,116,191,Re,70,0.000000001,418.9,9902102.579
78,113,191,Pt,95,0.000001,48.37,7296.286111
79,112,191,Au,402,0.000000001,67,1724246.718
83,108,191,Bi,562,0.000000001,429.7,1233357.973
76,116,192,Os,0.19,0.000001,446,3648143.056
84,108,192,Po,0.58,0.000001,153.9,1195081.346
84,108,192,Po,0.58,0.000001,733.1,1195081.346
82,110,192,Pb,0.756,0.000001,120.6,916861.3499
82,110,192,Pb,0.756,0.000001,162.5,916861.3499
82,110,192,Pb,0.756,0.000001,229,916861.3499
82,110,192,Pb,0.756,0.000001,439.7,916861.3499
82,110,192,Pb,1.09,0.000001,44,635914.8446
80,112,192,Hg,11.1,0.000000001,28.4,62445691.94
77,115,192,Ir,15,0.000000001,34.52,46209812.04
77,115,192,Ir,15,0.000000001,50.78,46209812.04
77,115,192,Ir,15,0.000000001,66.83,46209812.04
77,115,192,Ir,15,0.000000001,118.7817,46209812.04
77,115,192,Ir,17.4,0.000000001,48.0568,39836044.86
79,113,192,Au,29,0.001,62.8,23.90162692
79,113,192,Au,29,0.001,103.8,23.90162692
75,117,192,Re,61,1,267,0.011363069
75,117,192,Re,85,0.000001,159.3,8154.672712
79,113,192,Au,160,0.001,59.8,4.332169878
82,110,192,Pb,166,0.000000001,19,4175585.425
82,110,192,Pb,166,0.000000001,60.8,4175585.425
82,110,192,Pb,166,0.000000001,66.9,4175585.425
82,110,192,Pb,166,0.000000001,277.3,4175585.425
77,115,192,Ir,241,31536000,155.16,9.12015E-11
78,114,192,Pt,272,0.000000001,69.12,2548335.223
78,114,192,Pt,272,0.000000001,207.93,2548335.223
81,111,192,Tl,296,0.000000001,250.6,2341713.448
83,110,193,Bi,3.02,0.000001,48.8,229518.934
